word,pos,meaningZh,exampleEn,exampleZh,level,topicTag
"coastline","n.","海岸線","","","7000","7000-words"
"cocoon","n.","繭","","","7000","7000-words"
"coil","n.","(一)捲;(一)圈;(一)匝;線圈","","","7000","7000-words"
"colleague","n.","同事,同僚","","","7000","7000-words"
"colonel","n.","陸軍上校","","","7000","7000-words"
"colonial","n.","殖民地居民","","","7000","7000-words"
"combat","n.","戰鬥;格鬥;反對","","","7000","7000-words"
"comedian","n.","喜劇演員","","","7000","7000-words"
"comet","n.","彗星","","","7000","7000-words"
"commentator","n.","(電臺、電視臺等)時事評論者","","","7000","7000-words"
"commission","n.","佣金","","","7000","7000-words"
"commodity","n.","商品;日用品","","","7000","7000-words"
"commonplace","n.","司空見慣的事;老生常談","","","7000","7000-words"
"communism","n.","共產主義","","","7000","7000-words"
"communist","n.","共產主義者","","","7000","7000-words"
"commuter","n.","通勤者","","","7000","7000-words"
"compact","n.","連鏡小粉盒;小型轎車","","","7000","7000-words"
"compass","n.","羅盤;指南針;圓規","","","7000","7000-words"
"compassion","n.","憐憫;同情","","","7000","7000-words"
"compliment","n.","恭維;問候;致意","","","7000","7000-words"
"compound","n.","混合物","","","7000","7000-words"
"comprehension","n.","理解;理解力","","","7000","7000-words"
"compromise","n.","妥協;危及;(原則等的)放棄","","","7000","7000-words"
"comrade","n.","夥伴;同事;(共產黨的)同志","","","7000","7000-words"
"conduct","n.","行為,品行,舉動","","","7000","7000-words"
"confession","n.","承認;供認;告解","","","7000","7000-words"
"consent","n.","同意;贊成","","","7000","7000-words"
"conserve","n.","糖漬食品,蜜餞;果醬","","","7000","7000-words"
"console","n.","操縱臺","","","7000","7000-words"
"constitutional","n.","保健散步;保健運動","","","7000","7000-words"
"contemporary","n.","同時代的人;同年齡的人;同時期的東西","","","7000","7000-words"
"contempt","n.","輕視;(對法庭等的)藐視","","","7000","7000-words"
"continuity","n.","連續性;一貫性","","","7000","7000-words"
"convict","n.","(服刑的)囚犯","","","7000","7000-words"
"copyright","n.","版權;著作權","","","7000","7000-words"
"coral","n.","珊瑚","","","7000","7000-words"
"corporation","n.","股份(有限)公司","","","7000","7000-words"
"correspondence","n.","一致;相對應;通信;(總稱)信件","","","7000","7000-words"
"corridor","n.","迴廊,通道","","","7000","7000-words"
"counsel","n.","商議;忠告;法律顧問","","","7000","7000-words"
"counselor","n.","顧問;(學生的)輔導員;律師","","","7000","7000-words"
"coupon","n.","回數票;減價優待券","","","7000","7000-words"
"courtyard","n.","庭院;天井","","","7000","7000-words"
"cracker","n.","(淡或鹹的)薄脆餅乾;鞭炮","","","7000","7000-words"
"crater","n.","火山口;巨大坑洞","","","7000","7000-words"
"creak","n.","咯吱咯吱聲","","","7000","7000-words"
"creek","n.","小河;溪","","","7000","7000-words"
"crib","n.","嬰兒床","","","7000","7000-words"
"crocodile","n.","鱷魚","","","7000","7000-words"
"crossing","n.","交叉;交叉點,橫穿;雜交","","","7000","7000-words"
"crouch","n.","蹲伏(姿勢)","","","7000","7000-words"
"crunch","n.","嘎吱吱(咬嚼)聲音;關鍵時刻","","","7000","7000-words"
"crystal","n.","水晶","","","7000","7000-words"
"cuisine","n.","烹飪(法);菜餚","","","7000","7000-words"
"curb","n.","人行道旁的水泥(或石)邊;抑制","","","7000","7000-words"
"currency","n.","通貨;貨幣","","","7000","7000-words"
"curriculum","n.","學校的全部課程","","","7000","7000-words"
"curry","n.","咖喱","","","7000","7000-words"
"customs","n.","關稅;報關手續;海關出入境口","","","7000","7000-words"
"dart","n.","標槍;鏢;飛奔","","","7000","7000-words"
"dazzle","n.","耀眼的光;令人讚歎的東西","","","7000","7000-words"
"decay","n.","腐爛;蛀牙","","","7000","7000-words"
"declaration","n.","宣佈,宣告;宣言,聲明","","","7000","7000-words"
"delegate","n.","代表;會議代表","","","7000","7000-words"
"delegation","n.","授權;代表團","","","7000","7000-words"
"democrat","n.","民主主義者","","","7000","7000-words"
"denial","n.","否認;拒絕","","","7000","7000-words"
"despair","n.","絕望","","","7000","7000-words"
"destination","n.","目的地,終點","","","7000","7000-words"
"destiny","n.","命運;天數","","","7000","7000-words"
"detergent","n.","洗潔劑,洗衣粉","","","7000","7000-words"
"devotion","n.","奉獻","","","7000","7000-words"
"dialect","n.","方言","","","7000","7000-words"
"disbelief","n.","不信;懷疑","","","7000","7000-words"
"discard","n.","拋棄,丟棄","","","7000","7000-words"
"disciple","n.","信徒;門徒","","","7000","7000-words"
"distinction","n.","區別;殊勳;榮譽","","","7000","7000-words"
"distress","n.","悲痛;苦惱","","","7000","7000-words"
"document","n.","文件;證件","","","7000","7000-words"
"doorstep","n.","門階","","","7000","7000-words"
"doorway","n.","出入口;門口","","","7000","7000-words"
"dormitory","n.","學生宿舍","","","7000","7000-words"
"dough","n.","生麵糰;現款","","","7000","7000-words"
"drape","n.","簾(尤指窗簾);幔","","","7000","7000-words"
"dresser","n.","衣櫃","","","7000","7000-words"
"dressing","n.","打扮;佈置,裝飾;(拌沙拉等用的)調料","","","7000","7000-words"
"driveway","n.","車道","","","7000","7000-words"
"duration","n.","持續,持久","","","7000","7000-words"
"dusk","n.","薄暮,黃昏","","","7000","7000-words"
"dwarf","n.","矮子;矮小的動(植)物","","","7000","7000-words"
"dwelling","n.","住處;寓所","","","7000","7000-words"
"eclipse","n.","蝕;被遮蔽;黯然失色","","","7000","7000-words"
"eel","n.","鰻魚","","","7000","7000-words"
"ego","n.","自我;自負","","","7000","7000-words"
"embrace","n.","擁抱","","","7000","7000-words"
"endeavor","n.","努力;盡力","","","7000","7000-words"
"enrollment","n.","登記;入會;入伍;登記人數","","","7000","7000-words"
"enterprise","n.","企業,公司","","","7000","7000-words"
"escort","n.","護衛隊;護航隊;護送;護航","","","7000","7000-words"
"estate","n.","地產","","","7000","7000-words"
"esteem","n.","尊重;評價","","","7000","7000-words"
"ethic","n.","倫理標準","","","7000","7000-words"
"evergreen","n.","常綠樹;萬年青","","","7000","7000-words"
"exaggeration","n.","誇張","","","7000","7000-words"
"excess","n.","超越;過量","","","7000","7000-words"
"executive","n.","執行者;業務主管","","","7000","7000-words"
"exile","n.","流放;流亡;被流放者","","","7000","7000-words"
"extension","n.","伸長;擴大;延期","","","7000","7000-words"
"exterior","n.","外部;外表;外景","","","7000","7000-words"
"external","n.","外表;表面","","","7000","7000-words"
"eyelash","n.","(一根)睫毛;(一根)眼毛","","","7000","7000-words"
"eyelid","n.","眼皮;眼瞼","","","7000","7000-words"
"fabric","n.","布料;織品","","","7000","7000-words"
"fad","n.","一時的流行(或風尚)","","","7000","7000-words"
"Fahrenheit","n.","華氏溫標","","","7000","7000-words"
"fatigue","n.","疲勞;勞累","","","7000","7000-words"
"feminine","n.","女性;陰性;陰性詞(或形式)","","","7000","7000-words"
"fertilizer","n.","肥料","","","7000","7000-words"
"fiancé","n.","未婚夫","","","7000","7000-words"
"fiancée","n.","未婚妻","","","7000","7000-words"
"fiber","n.","纖維","","","7000","7000-words"
"fiddle","n.","小提琴;欺詐","","","7000","7000-words"
"filter","n.","濾器","","","7000","7000-words"
"fin","n.","鰭;鰭狀物","","","7000","7000-words"
"fishery","n.","漁業","","","7000","7000-words"
"flake","n.","小薄片","","","7000","7000-words"
"flap","n.","薄片;(信封的)蓋口;拍動","","","7000","7000-words"
"flaw","n.","缺點;瑕疵;裂隙","","","7000","7000-words"
"flick","n.","(鞭子的)輕打;(手指的)輕彈","","","7000","7000-words"
"flip","n.","輕彈;輕擊","","","7000","7000-words"
"flourish","n.","揮舞;炫耀性的動作","","","7000","7000-words"
"fluency","n.","流暢;流暢的說話(或寫作)","","","7000","7000-words"
"foe","n.","敵人;反對者","","","7000","7000-words"
"foil","n.","箔;花劍劍術","","","7000","7000-words"
"folklore","n.","民間傳說","","","7000","7000-words"
"format","n.","版式;形式","","","7000","7000-words"
"foul","n.","(比賽中)犯規","","","7000","7000-words"
"fowl","n.","禽;禽肉","","","7000","7000-words"
"fraction","n.","小部分;片段;碎片","","","7000","7000-words"
"framework","n.","架構;組織","","","7000","7000-words"
"freight","n.","(船運的)貨物;運費","","","7000","7000-words"
"frontier","n.","邊境;邊疆;新領域","","","7000","7000-words"
"fume","n.","煙;氣;憤怒","","","7000","7000-words"
"fury","n.","狂怒;狂暴;猛烈","","","7000","7000-words"
"fuse","n.","保險絲;引信","","","7000","7000-words"
"fuss","n.","忙亂;小題大作;爭論","","","7000","7000-words"
"gallop","n.","(馬等的)疾馳;騎馬奔馳","","","7000","7000-words"
"garment","n.","服裝;衣著","","","7000","7000-words"
"gasp","n.","倒抽一口氣;喘氣","","","7000","7000-words"
"gathering","n.","集會,聚集","","","7000","7000-words"
"gay","n.","同性戀者","","","7000","7000-words"
"gender","n.","性別","","","7000","7000-words"
"geometry","n.","幾何學","","","7000","7000-words"
"glacier","n.","冰河","","","7000","7000-words"
"glare","n.","瞪眼;怒視;刺眼的強光","","","7000","7000-words"
"gleam","n.","微光;閃光;一絲","","","7000","7000-words"
"glee","n.","快樂;歡欣","","","7000","7000-words"
"glitter","n.","閃光;光彩;(裝飾用)小發光物","","","7000","7000-words"
"gloom","n.","陰暗;暗處;沮喪的氣氛","","","7000","7000-words"
"gorge","n.","峽谷;暴食","","","7000","7000-words"
"gorilla","n.","大猩猩","","","7000","7000-words"
"gospel","n.","基督教教義;福音書","","","7000","7000-words"
"grant","n.","獎學金,助學金","","","7000","7000-words"
"gravity","n.","地心吸力","","","7000","7000-words"
"grease","n.","油脂;賄賂","","","7000","7000-words"
"greed","n.","貪心","","","7000","7000-words"
"grip","n.","緊握;(咬或夾)住;理解;掌握","","","7000","7000-words"
"groan","n.","呻吟聲;抱怨(聲)","","","7000","7000-words"
"gross","n.","總額;總量","","","7000","7000-words"
"growl","n.","嗥叫(聲);咆哮","","","7000","7000-words"
"grumble","n.","牢騷;轟隆聲","","","7000","7000-words"
"guideline","n.","指南;指導方針","","","7000","7000-words"
"gulp","n.","吞嚥;一(大)口;哽塞(聲)","","","7000","7000-words"
"gust","n.","一陣強風","","","7000","7000-words"
"gut","n.","腸子;內臟;勇氣","","","7000","7000-words"
"gypsy","n.","吉普賽人;流浪者","","","7000","7000-words"
"hairdo","n.","髮式,髮型; 做頭髮","","","7000","7000-words"
"hairstyle","n.","髮型","","","7000","7000-words"
"handicap","n.","障礙,不利條件","","","7000","7000-words"
"handicraft","n.","手工藝;手工藝品","","","7000","7000-words"
"harness","n.","馬具;挽具;保險帶","","","7000","7000-words"
"haul","n.","拖;拉;拖運;一次獲得的量","","","7000","7000-words"
"haunt","n.","常去之處","","","7000","7000-words"
"hedge","n.","樹籬;界限;兩面下注","","","7000","7000-words"
"heed","n.","留心;注意","","","7000","7000-words"
"heir","n.","繼承人;嗣子","","","7000","7000-words"
"herald","n.","報信者;使者;先驅","","","7000","7000-words"
"herb","n.","草本植物;藥草","","","7000","7000-words"
"hermit","n.","隱士","","","7000","7000-words"
"heroic","n.","(常用 heroics ) 英雄辭令;豪壯行為","","","7000","7000-words"
"heterosexual","n.","異性戀的人","","","7000","7000-words"
"hi-fi","n.","高傳真的音響裝置","","","7000","7000-words"
"hijack","n.","劫持事件","","","7000","7000-words"
"hiss","n.","嘶嘶聲;噓聲","","","7000","7000-words"
"hockey","n.","曲棍球","","","7000","7000-words"
"homosexual","n.","同性戀者","","","7000","7000-words"
"honk","n.","雁鳴或汽車喇叭聲","","","7000","7000-words"
"hood","n.","兜帽;風帽;罩;車蓋","","","7000","7000-words"
"hoof","n.","蹄","","","7000","7000-words"
"horizontal","n.","水平線;水平面;水平位置","","","7000","7000-words"
"hostage","n.","人質;抵押品","","","7000","7000-words"
"hound","n.","獵犬;卑劣的人","","","7000","7000-words"
"housing","n.","房屋,住宅","","","7000","7000-words"
"hover","n.","盤旋;徘徊","","","7000","7000-words"
"howl","n.","嗥叫;怒吼;大哭;大笑","","","7000","7000-words"
"hurl","n.","猛力投擲","","","7000","7000-words"
"hymn","n.","讚美詩;聖歌","","","7000","7000-words"
"idiot","n.","白癡;笨蛋","","","7000","7000-words"
"impulse","n.","衝動;推動力","","","7000","7000-words"
"incense","n.","香","","","7000","7000-words"
"index","n.","索引;標誌;指示符號","","","7000","7000-words"
"indifference","n.","漠不關心;無關緊要","","","7000","7000-words"
"initiate","n.","初學者;新加入者","","","7000","7000-words"
"inland","n.","內地,內陸","","","7000","7000-words"
"institute","n.","(專科性的)學校,大學;研究所","","","7000","7000-words"
"intent","n.","意圖;目的","","","7000","7000-words"
"interference","n.","干涉,干預;擾亂","","","7000","7000-words"
"interior","n.","內部;內地","","","7000","7000-words"
"interpretation","n.","解釋;闡明","","","7000","7000-words"
"interpreter","n.","通譯員","","","7000","7000-words"
"intuition","n.","直覺","","","7000","7000-words"
"isle","n.","小島","","","7000","7000-words"
"issue","n.","問題;爭論;發行(物)","","","7000","7000-words"
"ivy","n.","常春藤","","","7000","7000-words"
"jack","n.","千斤頂;(紙牌中的)J牌,杰克;水手","","","7000","7000-words"
"jade","n.","玉;玉製品;綠玉色","","","7000","7000-words"
"janitor","n.","清潔工;管理員;看門人","","","7000","7000-words"
"jasmine","n.","茉莉;淡黃色","","","7000","7000-words"
"jeer","n.","嘲笑;奚落人的話","","","7000","7000-words"
"jingle","n.","(鈴、硬幣等金屬的)叮噹聲","","","7000","7000-words"
"jolly","n.","快活 (常用 jollies)","","","7000","7000-words"
"journalism","n.","新聞業;新聞學","","","7000","7000-words"
"journalist","n.","新聞工作者","","","7000","7000-words"
"jug","n.","水罐;甕;壺;監牢","","","7000","7000-words"
"jury","n.","陪審團","","","7000","7000-words"
"juvenile","n.","青少年;幼體;兒童讀物","","","7000","7000-words"
"kin","n.","家族;同類","","","7000","7000-words"
"lad","n.","男孩;小伙子","","","7000","7000-words"
"landlady","n.","女房東","","","7000","7000-words"
"landlord","n.","房東","","","7000","7000-words"
"laser","n.","雷射","","","7000","7000-words"
"lash","n.","鞭打;(風浪等的)猛烈打擊;斥責","","","7000","7000-words"
"latitude","n.","緯度;","","","7000","7000-words"
"lawmaker","n.","立法者","","","7000","7000-words"
"layer","n.","層;階層;地層","","","7000","7000-words"
"league","n.","同盟,聯盟","","","7000","7000-words"
"legislation","n.","立法;法規","","","7000","7000-words"
"lieutenant","n.","中尉(或少尉);助理官","","","7000","7000-words"
"likelihood","n.","可能;可能性","","","7000","7000-words"
"lime","n.","石灰;酸橙","","","7000","7000-words"
"limp","n.","跛行","","","7000","7000-words"
"livestock","n.","(總稱)家畜","","","7000","7000-words"
"lizard","n.","蜥蜴","","","7000","7000-words"
"locomotive","n.","火車頭","","","7000","7000-words"
"locust","n.","蝗蟲","","","7000","7000-words"
"lodge","n.","木屋;小旅舍;守衛室","","","7000","7000-words"
"logo","n.","商標","","","7000","7000-words"
"longitude","n.","經度","","","7000","7000-words"
"lottery","n.","獎券;彩票;抽籤;運氣","","","7000","7000-words"
"lotus","n.","蓮花","","","7000","7000-words"
"lumber","n.","木材;木料","","","7000","7000-words"
"lump","n.","團;塊;腫塊;小方塊","","","7000","7000-words"
"maiden","n.","少女;處女","","","7000","7000-words"
"mainland","n.","大陸","","","7000","7000-words"
"mainstream","n.","(河的)主流;主要傾向","","","7000","7000-words"
"maintenance","n.","維持;維修;保養","","","7000","7000-words"
"majesty","n.","雄偉;壯麗;(帝王的)威嚴","","","7000","7000-words"
"mammal","n.","哺乳動物","","","7000","7000-words"
"mansion","n.","大廈,大樓","","","7000","7000-words"
"maple","n.","槭樹;楓樹","","","7000","7000-words"
"marine","n.","船舶;海運業;海軍陸戰隊隊員","","","7000","7000-words"
"marshal","n.","元帥;高級將官;典禮官","","","7000","7000-words"
"marvel","n.","令人驚奇的事物(或人物)","","","7000","7000-words"
"masculine","n.","男性;陽性;陽性詞","","","7000","7000-words"
"mash","n.","糊狀物;混合飼料","","","7000","7000-words"
"massage","n.","按摩(術);推拿","","","7000","7000-words"
"masterpiece","n.","傑作,名作","","","7000","7000-words"
"mayonnaise","n.","蛋黃醬;美乃滋","","","7000","7000-words"
"meantime","n.","其時,其間","","","7000","7000-words"
"mechanics","n.","力學;機械學;技術;技巧","","","7000","7000-words"
"menace","n.","恐嚇;具有危害性的人(或物)","","","7000","7000-words"
"mermaid","n.","美人魚","","","7000","7000-words"
"midst","n.","當中;中間","","","7000","7000-words"
"migrant","n.","移民;候鳥","","","7000","7000-words"
"mileage","n.","總英里數;(每單位燃料的)行駛哩數","","","7000","7000-words"
"milestone","n.","里程碑;劃時代的事件","","","7000","7000-words"
"mint","n.","薄荷;薄荷糖;造幣廠","","","7000","7000-words"
"miser","n.","吝嗇鬼;守財奴","","","7000","7000-words"
"mistress","n.","女主人,主婦","","","7000","7000-words"
"moan","n.","呻吟聲;嗚咽聲;悲歎","","","7000","7000-words"
"mock","n.","嘲弄;笑柄;仿製品;模擬考","","","7000","7000-words"
"mode","n.","方式;型;模式","","","7000","7000-words"
"molecule","n.","分子;微小顆粒","","","7000","7000-words"
"monarch","n.","君主","","","7000","7000-words"
"mortal","n.","人;凡人","","","7000","7000-words"
"moss","n.","苔蘚;泥炭沼澤","","","7000","7000-words"
"motherhood","n.","母性;(總稱)母親們","","","7000","7000-words"
"motive","n.","動機;主旨","","","7000","7000-words"
"mound","n.","土墩;墳堆;小丘;投手的踏板","","","7000","7000-words"
"mount","n.","騎;可乘騎的東西;底座;山丘","","","7000","7000-words"
"mower","n.","割草機;收割機","","","7000","7000-words"
"mumble","n.","含糊的話;咕噥","","","7000","7000-words"
"muse","n.","沈思;冥想","","","7000","7000-words"
"mustard","n.","芥末;芥菜;芥末色","","","7000","7000-words"
"mutter","n.","咕噥;抱怨","","","7000","7000-words"
"mutton","n.","羊肉","","","7000","7000-words"
"myth","n.","神話;虛構的人(或事物)","","","7000","7000-words"
"nag","n.","好嘮叨的人","","","7000","7000-words"
"newscast","n.","新聞廣播","","","7000","7000-words"
"nibble","n.","細咬;啃;少量","","","7000","7000-words"
"nickel","n.","鎳;五分鎳幣","","","7000","7000-words"
"nightingale","n.","夜鶯","","","7000","7000-words"
"nostril","n.","鼻孔","","","7000","7000-words"
"notable","n.","名人;顯要人物","","","7000","7000-words"
"notion","n.","概念;想法;打算","","","7000","7000-words"
"novice","n.","新手;初學者","","","7000","7000-words"
"nucleus","n.","(原子)核;細胞核;核心","","","7000","7000-words"
"nude","n.","裸體畫像;裸體","","","7000","7000-words"
"oar","n.","槳;櫓;划手","","","7000","7000-words"
"oasis","n.","(沙漠中)的綠洲","","","7000","7000-words"
"oath","n.","誓言;宣誓","","","7000","7000-words"
"oatmeal","n.","燕麥片;燕麥粥","","","7000","7000-words"
"oblong","n.","橢圓形","","","7000","7000-words"
"observer","n.","觀察員;奉行者","","","7000","7000-words"
"occurrence","n.","發生;出現;事件","","","7000","7000-words"
"octopus","n.","章魚","","","7000","7000-words"
"odds","n.","機會;可能性;投注賠率;不和","","","7000","7000-words"
"odor","n.","氣味","","","7000","7000-words"
"olive","n.","橄欖;橄欖色","","","7000","7000-words"
"opponent","n.","對手;敵手,反對者","","","7000","7000-words"
"optimism","n.","樂觀;樂觀主義","","","7000","7000-words"
"orchard","n.","果樹園;果樹林","","","7000","7000-words"
"organizer","n.","組織者;萬用記事本","","","7000","7000-words"
"orient","n.","亞洲國家(尤指東亞)","","","7000","7000-words"
"oriental","n.","東方人;亞洲人","","","7000","7000-words"
"ornament","n.","裝飾品;裝飾","","","7000","7000-words"
"orphanage","n.","孤兒院;孤兒身分","","","7000","7000-words"
"ostrich","n.","駝鳥;有駝鳥心理的人","","","7000","7000-words"
"ounce","n.","盎司,英兩","","","7000","7000-words"
"output","n.","出產;生產;產量","","","7000","7000-words"
"outsider","n.","外人;門外漢;局外人","","","7000","7000-words"
"outskirts","n.","(複數)郊外;郊區","","","7000","7000-words"
"overall","n.","工作褲;工作服;防護服","","","7000","7000-words"
"overflow","n.","溢出;過剩;泛濫","","","7000","7000-words"
"overwork","n.","過於繁重的工作;過勞","","","7000","7000-words"
"oyster","n.","牡蠣;沈默寡言的人","","","7000","7000-words"
"ozone","n.","臭氧","","","7000","7000-words"
"pacific","n.","(大寫) 太平洋","","","7000","7000-words"
"packet","n.","小包(裹);小捆;小袋","","","7000","7000-words"
"paddle","n.","槳;(桌球的)球拍","","","7000","7000-words"
"pane","n.","窗玻璃片;窗格;嵌板","","","7000","7000-words"
"paradox","n.","自相矛盾的議論","","","7000","7000-words"
"parallel","n.","平行線;平行面","","","7000","7000-words"
"parlor","n.","客廳;接待室","","","7000","7000-words"
"participant","n.","關係者;參與者","","","7000","7000-words"
"particle","n.","微粒;顆粒","","","7000","7000-words"
"pastime","n.","消遣;娛樂","","","7000","7000-words"
"pastry","n.","酥皮點心","","","7000","7000-words"
"patch","n.","補釘;補片;貼片","","","7000","7000-words"
"patent","n.","專利;專利權","","","7000","7000-words"
"patriot","n.","愛國者","","","7000","7000-words"
"patrol","n.","巡邏;巡邏兵","","","7000","7000-words"
"patron","n.","贊助者;主顧(尤指老顧客)","","","7000","7000-words"
"peacock","n.","孔雀;愛炫耀的人","","","7000","7000-words"
"peasant","n.","農夫","","","7000","7000-words"
"peck","n.","啄;啄痕;輕吻","","","7000","7000-words"
"peddler","n.","小販","","","7000","7000-words"
"peek","n.","偷偷看;一瞥","","","7000","7000-words"
"peg","n.","栓;樁;(曬衣用)衣夾;(木製)假腿","","","7000","7000-words"
"perch","n.","(鳥類的)棲息處","","","7000","7000-words"
"performer","n.","演出者;演奏者;表演者","","","7000","7000-words"
"peril","n.","(嚴重的)危險;危險的事物","","","7000","7000-words"
"personnel","n.","(總稱)人員;員工;人事部門","","","7000","7000-words"
"pessimism","n.","悲觀;悲觀主義","","","7000","7000-words"
"pier","n.","碼頭;防波堤","","","7000","7000-words"
"pilgrim","n.","香客,朝聖者","","","7000","7000-words"
"pillar","n.","柱子;棟樑","","","7000","7000-words"
"pimple","n.","丘疹;面皰","","","7000","7000-words"
"pinch","n.","擰;夾;(一)撮","","","7000","7000-words"
"piss","n.","小便","","","7000","7000-words"
"pistol","n.","手槍","","","7000","7000-words"
"plague","n.","瘟疫;天災;禍患","","","7000","7000-words"
"plantation","n.","大農園;造林地","","","7000","7000-words"
"playwright","n.","劇作家","","","7000","7000-words"
"plea","n.","請求;懇求","","","7000","7000-words"
"pledge","n.","保證;誓言;抵押","","","7000","7000-words"
"plow","n.","犁;除雪機","","","7000","7000-words"
"pluck","n.","(一)拉;(一)扯","","","7000","7000-words"
"plunge","n.","跳入;衝進;猛跌","","","7000","7000-words"
"pocketbook","n.","錢包;皮夾子;袖珍本","","","7000","7000-words"
"poke","n.","戳;捅;撥弄;慢性子的人","","","7000","7000-words"
"porch","n.","門廊;入口處;走廊","","","7000","7000-words"
"potential","n.","可能性;潛力,潛能","","","7000","7000-words"
"poultry","n.","家禽","","","7000","7000-words"
"prairie","n.","大草原","","","7000","7000-words"
"precaution","n.","謹慎;預防措施","","","7000","7000-words"
"preference","n.","偏愛;優先(權)","","","7000","7000-words"
"preview","n.","預習;預告片","","","7000","7000-words"
"prey","n.","被捕食的動物;犧牲者","","","7000","7000-words"
"prick","n.","刺;扎;刺傷;悔恨","","","7000","7000-words"
"prior","n.","修道院院長或副院長","","","7000","7000-words"
"priority","n.","在先;重點;優先權","","","7000","7000-words"
"procession","n.","一(長)列;一(長)排;隊伍","","","7000","7000-words"
"profile","n.","側影;輪廓;人物簡介","","","7000","7000-words"
"prop","n.","支柱;支撐物;後盾;道具","","","7000","7000-words"
"prophet","n.","先知","","","7000","7000-words"
"proportion","n.","比例;比率","","","7000","7000-words"
"prospect","n.","預期;前途;盼望的事物","","","7000","7000-words"
"province","n.","省,州","","","7000","7000-words"
"prune","n.","梅乾;深紫紅色","","","7000","7000-words"
"puff","n.","(一)吹;粉撲;(奶油)鬆餅","","","7000","7000-words"
"pulse","n.","脈搏;有節奏的跳動","","","7000","7000-words"
"purchase","n.","所購之物","","","7000","7000-words"
"pyramid","n.","(常大寫)金字塔;三角錐","","","7000","7000-words"
"quack","n.","鴨叫聲","","","7000","7000-words"
"quart","n.","夸脫(=2 品脫)","","","7000","7000-words"
"quest","n.","追求;探索","","","7000","7000-words"
"quiver","n.","顫抖;抖動;箭袋內的箭","","","7000","7000-words"
"rack","n.","掛物架;(行李)網架","","","7000","7000-words"
"radish","n.","小蘿蔔","","","7000","7000-words"
"radius","n.","半徑","","","7000","7000-words"
"rail","n.","欄杆;扶手;鐵軌","","","7000","7000-words"
"rally","n.","大集會;重整旗鼓","","","7000","7000-words"
"ranch","n.","大牧場","","","7000","7000-words"
"rascal","n.","無賴;淘氣鬼","","","7000","7000-words"
"ratio","n.","比率;比例","","","7000","7000-words"
"rattle","n.","咯咯聲;吵鬧聲","","","7000","7000-words"
"realm","n.","王國;國土;領土","","","7000","7000-words"
"rear","n.","後部,後面","","","7000","7000-words"
"reef","n.","礁;暗礁","","","7000","7000-words"
"reel","n.","捲軸;捲筒;一捲","","","7000","7000-words"
"referee","n.","裁判員;仲裁人","","","7000","7000-words"
"refuge","n.","躲避;避難;避難所","","","7000","7000-words"
"reign","n.","統治;在位期間","","","7000","7000-words"
"relic","n.","遺物;遺風;遺跡","","","7000","7000-words"
"reminder","n.","提醒者,提醒物;催函","","","7000","7000-words"
"reptile","n.","爬行動物;爬蟲類","","","7000","7000-words"
"republican","n.","共和主義者","","","7000","7000-words"
"resentment","n.","憤慨;怨恨","","","7000","7000-words"
"residence","n.","住所;住宅","","","7000","7000-words"
"resident","n.","居民;住院醫生","","","7000","7000-words"
"resort","n.","休閒度假之處;名勝","","","7000","7000-words"
"resume","n.","(個人)簡歷","","","7000","7000-words"
"retort","n.","回嘴;反駁","","","7000","7000-words"
"reverse","n.","相反;反面;反向","","","7000","7000-words"
"revolt","n.","反叛;起義;反感","","","7000","7000-words"
"rhino","n.","犀牛","","","7000","7000-words"
"rhinoceros","n.","犀牛","","","7000","7000-words"
"rib","n.","肋骨;排骨","","","7000","7000-words"
"ridge","n.","屋脊;山脈;(狹長的)隆起部","","","7000","7000-words"
"rifle","n.","步槍,來福槍","","","7000","7000-words"
"rim","n.","(尤指圓形物的)邊緣","","","7000","7000-words"
"rip","n.","裂口","","","7000","7000-words"
"ripple","n.","漣漪;細浪;波紋","","","7000","7000-words"
"rival","n.","競爭者,對手,敵手","","","7000","7000-words"
"roam","n.","漫步;漫遊;流浪","","","7000","7000-words"
"robin","n.","知更鳥","","","7000","7000-words"
"rod","n.","棒,桿,竿","","","7000","7000-words"
"rubbish","n.","垃圾;廢物","","","7000","7000-words"
"rumble","n.","隆隆聲;轆轆聲","","","7000","7000-words"
"rustle","n.","沙沙聲;窸窣聲","","","7000","7000-words"
"saddle","n.","馬鞍;(自行車、摩托車的)車座","","","7000","7000-words"
"saint","n.","聖徒;道德崇高的人","","","7000","7000-words"
"salmon","n.","鮭魚;鮭肉;鮭肉色","","","7000","7000-words"
"salute","n.","敬禮;致敬;致意","","","7000","7000-words"
"sandal","n.","涼鞋;拖鞋","","","7000","7000-words"
"savage","n.","野蠻人","","","7000","7000-words"
"scan","n.","掃描","","","7000","7000-words"
"scandal","n.","醜聞;醜事","","","7000","7000-words"
"scar","n.","疤;(物品等的)損傷痕","","","7000","7000-words"
"scent","n.","氣味;香味;蹤跡","","","7000","7000-words"
"scheme","n.","計劃;方案","","","7000","7000-words"
"scorn","n.","輕蔑;嘲笑","","","7000","7000-words"
"scramble","n.","爬行;攀登;爭奪","","","7000","7000-words"
"scrap","n.","碎片;小塊;破爛","","","7000","7000-words"
"scrape","n.","刮;擦;擦傷;擦痕","","","7000","7000-words"
"scroll","n.","卷軸;渦卷形裝飾","","","7000","7000-words"
"sculptor","n.","雕刻家","","","7000","7000-words"
"segment","n.","部分;部門;切片","","","7000","7000-words"
